Gene stable ID	GO term accession	GO term name	GO term definition	GO term evidence code	GO domain	Gene name
ENSMUSG00000020577	GO:1903169	regulation of calcium ion transmembrane transport	Any process that modulates the frequency, rate or extent of calcium ion transmembrane transport.	IDA	biological_process	Tspan13
ENSMUSG00000020577						Tspan13
ENSMUSG00000020577	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Tspan13
ENSMUSG00000020577	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Tspan13
ENSMUSG00000040896	GO:0008076	voltage-gated potassium channel complex	A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential.	IEA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0055085	transmembrane transport	The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.	IEA	biological_process	Kcnd3
ENSMUSG00000040896	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	IEA	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0051260	protein homooligomerization	The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of identical component monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer.	IEA	biological_process	Kcnd3
ENSMUSG00000040896	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	IEA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0006811	ion transport	The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	IEA	biological_process	Kcnd3
ENSMUSG00000040896	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IPI	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	ISO	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0005216	ion channel activity	Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size).	IEA	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0005249	voltage-gated potassium channel activity	Enables the transmembrane transfer of a potassium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	IEA	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0005267	potassium channel activity	Enables the facilitated diffusion of a potassium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	IEA	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0006813	potassium ion transport	The directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	IEA	biological_process	Kcnd3
ENSMUSG00000040896	GO:0071805	potassium ion transmembrane transport	A process in which a potassium ion is transported from one side of a membrane to the other.	IEA	biological_process	Kcnd3
ENSMUSG00000040896	GO:0042995	cell projection	A prolongation or process extending from a cell, e.g. a flagellum or axon.	IEA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IDA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0005244	voltage-gated ion channel activity	Enables the transmembrane transfer of an ion by a voltage-gated channel. An ion is an atom or group of atoms carrying an electric charge by virtue of having gained or lost one or more electrons. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	IEA	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0034765	regulation of ion transmembrane transport	Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other.	IEA	biological_process	Kcnd3
ENSMUSG00000040896	GO:0043005	neuron projection	A prolongation or process extending from a nerve cell, e.g. an axon or dendrite.	ISO	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0005887	integral component of plasma membrane	The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	ISO	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0097623	potassium ion export across plasma membrane	The directed movement of potassium ions from inside of a cell, across the plasma membrane and into the extracellular region.	ISO	biological_process	Kcnd3
ENSMUSG00000040896	GO:0005267	potassium channel activity	Enables the facilitated diffusion of a potassium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	ISO	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IBA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0030425	dendrite	A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body.	IBA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0098982	GABA-ergic synapse	A synapse that uses GABA as a neurotransmitter.  These synapses are typically inhibitory.	IDA	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0030425	dendrite	A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body.	ISO	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0071805	potassium ion transmembrane transport	A process in which a potassium ion is transported from one side of a membrane to the other.	IBA	biological_process	Kcnd3
ENSMUSG00000040896	GO:0044325	ion channel binding	Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient.	ISO	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0043025	neuronal cell body	The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites.	ISO	cellular_component	Kcnd3
ENSMUSG00000040896	GO:0005249	voltage-gated potassium channel activity	Enables the transmembrane transfer of a potassium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	IBA	molecular_function	Kcnd3
ENSMUSG00000040896	GO:0030425	dendrite	A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body.	IEA	cellular_component	Kcnd3
